DR_NO,Status,Status Desc
201714175,AA,Adult Arrest
200118526,IC,Invest Cont
201815729,IC,Invest Cont
200113796,IC,Invest Cont
200216477,IC,Invest Cont
201005015,IC,Invest Cont
202112383,AA,Adult Arrest
202017418,AA,Adult Arrest
201821667,IC,Invest Cont
202000665,AA,Adult Arrest
201224442,IC,Invest Cont
201222047,AA,Adult Arrest
201307665,AO,Adult Other
201223355,IC,Invest Cont
201226417,IC,Invest Cont
200217269,IC,Invest Cont
200213890,IC,Invest Cont
201821329,IC,Invest Cont
201316893,IC,Invest Cont
202000609,AA,Adult Arrest
200413732,IC,Invest Cont
201911828,AO,Adult Other
201013144,IC,Invest Cont
201304284,IC,Invest Cont
200510451,AO,Adult Other
201221530,IC,Invest Cont
200807042,IC,Invest Cont
201214215,AO,Adult Other
201819489,IC,Invest Cont
200609553,AA,Adult Arrest
200617275,IC,Invest Cont
202010695,AA,Adult Arrest
201821957,IC,Invest Cont
201218925,IC,Invest Cont
201106183,AA,Adult Arrest
200213723,IC,Invest Cont
200401169,IC,Invest Cont
201223354,IC,Invest Cont
201219437,AA,Adult Arrest
200300683,IC,Invest Cont
201812633,IC,Invest Cont
201820421,IC,Invest Cont
200616720,AA,Adult Arrest
201804104,AA,Adult Arrest
202017305,AO,Adult Other
200506727,AA,Adult Arrest
201511263,AO,Adult Other
201800542,AO,Adult Other
201815651,IC,Invest Cont
201222960,AA,Adult Arrest
201508174,IC,Invest Cont
201913249,IC,Invest Cont
202113417,IC,Invest Cont
201212156,IC,Invest Cont
200905956,IC,Invest Cont
202112891,IC,Invest Cont
200212016,IC,Invest Cont
202109341,AO,Adult Other
201817775,IC,Invest Cont
201218166,AA,Adult Arrest
201614982,IC,Invest Cont
200605359,IC,Invest Cont
201112307,IC,Invest Cont
200814886,IC,Invest Cont
202006928,IC,Invest Cont
201222953,AA,Adult Arrest
200706189,IC,Invest Cont
200509844,IC,Invest Cont
201600711,IC,Invest Cont
201808527,IC,Invest Cont
200910333,IC,Invest Cont
201111300,IC,Invest Cont
201916170,AO,Adult Other
201225720,AO,Adult Other
201204395,IC,Invest Cont
200716675,IC,Invest Cont
201411130,AA,Adult Arrest
201216742,IC,Invest Cont
201211619,IC,Invest Cont
201808632,AO,Adult Other
201606866,AO,Adult Other
201100569,IC,Invest Cont
201218467,IC,Invest Cont
200211443,AA,Adult Arrest
201512596,IC,Invest Cont
200407908,IC,Invest Cont
200619222,AA,Adult Arrest
200700693,AA,Adult Arrest
201221764,IC,Invest Cont
201810746,AA,Adult Arrest
200604320,IC,Invest Cont
201814908,IC,Invest Cont
200604805,IC,Invest Cont
200705326,IC,Invest Cont
202114693,AA,Adult Arrest
200310806,IC,Invest Cont
201711244,IC,Invest Cont
211305652,IC,Invest Cont
200200835,AO,Adult Other
201224361,IC,Invest Cont
211804016,AA,Adult Arrest
201818088,AO,Adult Other
201422024,IC,Invest Cont
200122334,AA,Adult Arrest
200215976,AO,Adult Other
201811937,IC,Invest Cont
200712945,IC,Invest Cont
201310865,IC,Invest Cont
200206632,IC,Invest Cont
202016852,IC,Invest Cont
201308467,IC,Invest Cont
200705066,AO,Adult Other
200918601,AA,Adult Arrest
200504531,IC,Invest Cont
201818313,IC,Invest Cont
202006711,IC,Invest Cont
202004826,AA,Adult Arrest
200122844,IC,Invest Cont
201413485,AO,Adult Other
201913365,AA,Adult Arrest
201309867,AA,Adult Arrest
200513262,IC,Invest Cont
201313357,AA,Adult Arrest
200717586,IC,Invest Cont
200607575,IC,Invest Cont
201218757,IC,Invest Cont
201223457,IC,Invest Cont
202016650,AA,Adult Arrest
201816618,IC,Invest Cont
201307856,IC,Invest Cont
201105337,IC,Invest Cont
201907976,IC,Invest Cont
201809275,IC,Invest Cont
201818310,IC,Invest Cont
200511707,IC,Invest Cont
201223051,IC,Invest Cont
200204205,AO,Adult Other
200505965,IC,Invest Cont
201614881,AO,Adult Other
201411668,IC,Invest Cont
201806261,AA,Adult Arrest
201014899,AA,Adult Arrest
201800727,AO,Adult Other
200311966,IC,Invest Cont
201813233,AA,Adult Arrest
201413856,AO,Adult Other
200401163,IC,Invest Cont
200506947,IC,Invest Cont
202105591,IC,Invest Cont
200516589,IC,Invest Cont
200120403,IC,Invest Cont
200413942,AA,Adult Arrest
201312188,AO,Adult Other
200517829,IC,Invest Cont
200200545,AA,Adult Arrest
200410386,IC,Invest Cont
202105745,IC,Invest Cont
200321308,AO,Adult Other
201307380,AA,Adult Arrest
202016987,AO,Adult Other
200605840,AA,Adult Arrest
200707066,IC,Invest Cont
201218344,IC,Invest Cont
200212759,IC,Invest Cont
200107840,IC,Invest Cont
200905586,AO,Adult Other
201417301,IC,Invest Cont
201713283,IC,Invest Cont
201104932,IC,Invest Cont
202109878,IC,Invest Cont
201818788,AO,Adult Other
200311437,AO,Adult Other
201221077,IC,Invest Cont
201710707,IC,Invest Cont
201223211,IC,Invest Cont
202111981,AA,Adult Arrest
200408717,IC,Invest Cont
201511604,AO,Adult Other
200401119,IC,Invest Cont
200904490,IC,Invest Cont
200515309,IC,Invest Cont
201314062,IC,Invest Cont
201015420,IC,Invest Cont
200908551,AA,Adult Arrest
201224102,IC,Invest Cont
200205387,AA,Adult Arrest
201813839,AO,Adult Other
201900931,IC,Invest Cont
200716713,AO,Adult Other
201008226,AO,Adult Other
200415152,IC,Invest Cont
201224914,AO,Adult Other
210104011,AA,Adult Arrest
200409742,IC,Invest Cont
200912210,AA,Adult Arrest
201009576,IC,Invest Cont
201418424,AA,Adult Arrest
201412514,IC,Invest Cont
201613907,IC,Invest Cont
201608407,IC,Invest Cont
200714980,IC,Invest Cont
201818600,IC,Invest Cont
201207486,IC,Invest Cont
202015144,IC,Invest Cont
200114247,AO,Adult Other
200215864,IC,Invest Cont
202015527,AO,Adult Other
200308411,AO,Adult Other
201808440,AO,Adult Other
201917253,IC,Invest Cont
200200597,AA,Adult Arrest
200108749,AA,Adult Arrest
201810037,JA,Juv Arrest
200912514,AO,Adult Other
200100943,AO,Adult Other
201001016,AO,Adult Other
201807677,IC,Invest Cont
201809972,IC,Invest Cont
200313655,AA,Adult Arrest
201815448,AO,Adult Other
201223269,AO,Adult Other
201200557,IC,Invest Cont
200617076,AA,Adult Arrest
201314654,IC,Invest Cont
201421855,AA,Adult Arrest
201422070,IC,Invest Cont
201510042,IC,Invest Cont
201814562,IC,Invest Cont
200512845,IC,Invest Cont
201300806,IC,Invest Cont
200307991,IC,Invest Cont
201809701,IC,Invest Cont
200305874,IC,Invest Cont
200708318,IC,Invest Cont
201309783,AO,Adult Other
201321025,AA,Adult Arrest
200216636,IC,Invest Cont
200608068,AA,Adult Arrest
200214560,AA,Adult Arrest
200215055,IC,Invest Cont
200211917,IC,Invest Cont
201220155,IC,Invest Cont
200401014,IC,Invest Cont
200210832,IC,Invest Cont
201814338,IC,Invest Cont
201005934,IC,Invest Cont
200516355,IC,Invest Cont
201816948,AO,Adult Other
201109434,IC,Invest Cont
201509308,AA,Adult Arrest
201420134,IC,Invest Cont
